"id","company_id/id","code","name","reconcile","currency_id/id","user_type_id/id","bfc_factor","bfc_account","tag_ids/id"
"__setup__.account_account_2319","__setup__.company_inc","20550","401k","true","","account.data_account_type_payable","-1","P42000",""
"__setup__.account_account_2320","__setup__.company_inc","20580","Medicare","true","","account.data_account_type_payable","-1","P42000",""
"__setup__.account_account_2069","__setup__.company_inc","20590","Pretax medical","true","","account.data_account_type_payable","-1","P42000",""
"__setup__.account_account_2169","__setup__.company_inc","21100","Trade accounts payable (goods or service -foreign) - other subsidiaries","true","","account.data_account_type_payable","","",""
"__setup__.account_account_2271","__setup__.company_inc","21110","Trade accounts payable (goods or service -foreign) - senseFly SA","true","","account.data_account_type_payable","","",""
"__setup__.account_account_2272","__setup__.company_inc","21120","Trade accounts payable (goods or service -foreign) - Parrot Inc","true","","account.data_account_type_payable","","",""
"__setup__.account_account_2273","__setup__.company_inc","22000","Sales Tax Payable","false","","account.data_account_type_current_liabilities","","",""
"__setup__.account_account_2083","__setup__.company_inc","22010","Sales Tax return","true","","account.data_account_type_payable","1","A44000",""
"__setup__.account_account_2079","__setup__.company_inc","23000","Accrued Liabilities","false","","account.data_account_type_current_liabilities","-1","P46700",""
"__setup__.account_account_2051","__setup__.company_inc","23010","Deferred Revenue ","false","","account.data_account_type_current_liabilities","-1","P48700",""
"__setup__.account_account_2334","__setup__.company_inc","23020","Deferred Revenue Licenses and Warranties","false","","account.data_account_type_current_liabilities","","",""
"__setup__.account_account_2275","__setup__.company_inc","23120","Transit","false","","account.data_account_type_current_liabilities","","",""
"__setup__.account_account_2384","__setup__.company_inc","24200","Notes payable","false","","account.data_account_type_current_liabilities","-1","P46700",""
"__setup__.account_account_2230","__setup__.company_inc","28000","Share capital ","false","","account.data_account_type_equity","-1","P10100",""
"__setup__.account_account_2277","__setup__.company_inc","28200","Capital surplus","false","","account.data_account_type_equity","","",""
"__setup__.account_account_2113","__setup__.company_inc","29900","Retained earnings","false","","account.data_account_type_equity","-1","P10600",""
"__setup__.account_account_2114","__setup__.company_inc","29910","Bénéfice exercice/Perte exercice","false","","account.data_account_type_equity","","",""
"__setup__.account_account_1961","__setup__.company_inc","31100","Swinglet ","false","","account.data_account_type_revenue","","",""
"__setup__.account_account_2058","__setup__.company_inc","31200","eBee ","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2219","__setup__.company_inc","31210","eBee AG","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2222","__setup__.company_inc","31220","eBee RTK","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2343","__setup__.company_inc","31230","eBee SQ","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2371","__setup__.company_inc","31240","eBee Plus","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2074","__setup__.company_inc","31300","Albris","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2240","__setup__.company_inc","32000","Spare parts ","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2317","__setup__.company_inc","32100","Optional payloads","false","","account.data_account_type_revenue","-1","R70100",""
"__setup__.account_account_2278","__setup__.company_inc","32200","Goods for resale","false","","account.data_account_type_revenue","","",""
"__setup__.account_account_2241","__setup__.company_inc","33100","After sales service","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2220","__setup__.company_inc","33200","Consulting revenue","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2338","__setup__.company_inc","33210","Other products revenue","false","","account.data_account_type_revenue","","",""
"__setup__.account_account_2099","__setup__.company_inc","33300","Shipping ","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2239","__setup__.company_inc","33400","Training","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2303","__setup__.company_inc","33510","Pix4d licences","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2242","__setup__.company_inc","33520","Pix4Dmapper Pro - Monthly rental","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2304","__setup__.company_inc","33530","Pix4Dmapper Pro - Yearly rental","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2351","__setup__.company_inc","33540","Other licences","false","","account.data_account_type_revenue","","",""
"__setup__.account_account_2238","__setup__.company_inc","33610","Financial revenue","false","","account.data_account_type_revenue","-1","R76820",""
"__setup__.account_account_2233","__setup__.company_inc","33620","Exchange gain","false","","account.data_account_type_revenue","-1","R76600",""
"__setup__.account_account_2244","__setup__.company_inc","33700","Extended Warranty 1 year","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2279","__setup__.company_inc","33710","Extended Warranty 2 year","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2280","__setup__.company_inc","33720","Extended Warranty 1 year + MS","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2281","__setup__.company_inc","33730","Extended Warranty 2 year + MS","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2282","__setup__.company_inc","33740","Maintenance schedule","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2359","__setup__.company_inc","33750","Extended Warranty 6 months","false","","account.data_account_type_revenue","","",""
"__setup__.account_account_2433","__setup__.company_inc","33800","Always on service","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2434","__setup__.company_inc","33810","Always on Pix4d","false","","account.data_account_type_revenue","-1","R70600",""
"__setup__.account_account_2260","__setup__.company_inc","34000","Discounts/VIR","false","","account.data_account_type_revenue","-1","R70900",""
"__setup__.account_account_2346","__setup__.company_inc","41110","Small equipments","false","","account.data_account_type_expenses","-1","R60600",""
"__setup__.account_account_2345","__setup__.company_inc","41140","Shipping Supplies","false","","account.data_account_type_expenses","-1","R60600",""
"__setup__.account_account_2039","__setup__.company_inc","41210","Office Supplies","false","","account.data_account_type_expenses","-1","R60600",""
"__setup__.account_account_2012","__setup__.company_inc","41220","IT small equipment","false","","account.data_account_type_expenses","-1","R60600",""
"__setup__.account_account_2368","__setup__.company_inc","41300","Goods for internal use","false","","account.data_account_type_expenses","-1","R71000",""
"__setup__.account_account_2000","__setup__.company_inc","42100","Professional fees","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_1958","__setup__.company_inc","42200","Professional fees - Lacroix","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_2016","__setup__.company_inc","42300","Professional fees - Parrot","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_2013","__setup__.company_inc","42400","Professional fees - Payroll Fees","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_1973","__setup__.company_inc","42500","Warranty expense","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_2332","__setup__.company_inc","43100","Pix4D Licenses","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_1947","__setup__.company_inc","43300","Inventory variation","false","","account.data_account_type_expenses","-1","R71000",""
"__setup__.account_account_2283","__setup__.company_inc","43430","COGS eBee","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2284","__setup__.company_inc","43431","COGS eBee AG","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2324","__setup__.company_inc","43432","COGS eBee RTK","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2325","__setup__.company_inc","43433","COGS albris","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2326","__setup__.company_inc","43434","COGS optionnal payloads","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2287","__setup__.company_inc","43435","COGS spare parts","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2288","__setup__.company_inc","43436","COGS after sales services","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2327","__setup__.company_inc","43437","COGS Licences","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2086","__setup__.company_inc","43438","COGS Swinglet","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2370","__setup__.company_inc","43439","COGS eBee SQ","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2372","__setup__.company_inc","43440","COGS eBee plus","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2052","__setup__.company_inc","43500","Inventory scrap","false","","account.data_account_type_expenses","-1","R71000",""
"__setup__.account_account_2003","__setup__.company_inc","51100","Salaries","false","","account.data_account_type_expenses","-1","R64100",""
"__setup__.account_account_2126","__setup__.company_inc","51200","Other benefits","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2402","__setup__.company_inc","51300","Bonus","false","","account.data_account_type_expenses","1","R64100",""
"__setup__.account_account_2321","__setup__.company_inc","52100","Unemployment","false","","account.data_account_type_expenses","-1","R64500",""
"__setup__.account_account_2364","__setup__.company_inc","52200","Health insurance","false","","account.data_account_type_expenses","-1","R64500",""
"__setup__.account_account_1966","__setup__.company_inc","52400","Social Security","false","","account.data_account_type_expenses","-1","R64500",""
"__setup__.account_account_2130","__setup__.company_inc","52500","Medicare","false","","account.data_account_type_expenses","-1","R64500",""
"__setup__.account_account_2289","__setup__.company_inc","52700","Employer FICA Tax","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2290","__setup__.company_inc","52800","Profit sharing - 401(k) employer match","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2291","__setup__.company_inc","52900","Payroll Tax Expense","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_1980","__setup__.company_inc","53100","Training costs","false","","account.data_account_type_expenses","-1","R62800",""
"__setup__.account_account_1963","__setup__.company_inc","53300","Recruitment fees","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_2188","__setup__.company_inc","53400","Temporaries","false","","account.data_account_type_expenses","-1","R64100",""
"__setup__.account_account_2411","__setup__.company_inc","53500","Team Building","false","","account.data_account_type_expenses","-1","R62800",""
"__setup__.account_account_2215","__setup__.company_inc","61110","Rent - Buildings","false","","account.data_account_type_expenses","-1","R61300",""
"__setup__.account_account_2361","__setup__.company_inc","61120","Utilities Expense","false","","account.data_account_type_expenses","-1","R61500",""
"__setup__.account_account_2375","__setup__.company_inc","61210","Vehicle leasing","false","","account.data_account_type_expenses","-1","R61220",""
"__setup__.account_account_2401","__setup__.company_inc","61220","Car maintenance","false","","account.data_account_type_expenses","-1","R61220",""
"__setup__.account_account_2085","__setup__.company_inc","62100","Travel - Airfare","false","","account.data_account_type_expenses","-1","R62500",""
"__setup__.account_account_2292","__setup__.company_inc","62200","Travel - Meals","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2293","__setup__.company_inc","62300","Travel - Lodging","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_1955","__setup__.company_inc","62400","Travel - Train, Taxi","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2295","__setup__.company_inc","62500","Travel - Entertainment","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_1926","__setup__.company_inc","63110","Sales & Marketing Materials","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2197","__setup__.company_inc","63120","PR Agency","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2249","__setup__.company_inc","63130","Advertising","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2048","__setup__.company_inc","63140","Marketing & Communication","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2018","__setup__.company_inc","63210","Event","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2200","__setup__.company_inc","63240","Sales Commission Expense","false","","account.data_account_type_expenses","-1","R61100",""
"__setup__.account_account_1952","__setup__.company_inc","63250","Samples/Displays","false","","account.data_account_type_expenses","-1","R71000",""
"__setup__.account_account_2205","__setup__.company_inc","63320","A/R depreciation","false","","account.data_account_type_revenue","-1","R78150",""
"__setup__.account_account_2132","__setup__.company_inc","63450","Marketing variable","false","","account.data_account_type_expenses","-1","R62300",""
"__setup__.account_account_2006","__setup__.company_inc","64200","Insurance - General Liability","false","","account.data_account_type_expenses","-1","R61600",""
"__setup__.account_account_2383","__setup__.company_inc","64300","Car insurance","false","","account.data_account_type_expenses","-1","R61600",""
"__setup__.account_account_1910","__setup__.company_inc","65110","Shipping costs","false","","account.data_account_type_expenses","-1","R62400",""
"__setup__.account_account_2152","__setup__.company_inc","65120","COGS shipping","false","","account.data_account_type_expenses","-1","R62400",""
"__setup__.account_account_2153","__setup__.company_inc","65200","Shipping costs for sales ","false","","account.data_account_type_expenses","-1","R62400",""
"__setup__.account_account_2097","__setup__.company_inc","65400","Customs duties","false","","account.data_account_type_expenses","-1","R62400",""
"__setup__.account_account_1874","__setup__.company_inc","66100","Accounting fees","false","","account.data_account_type_expenses","-1","R62800",""
"__setup__.account_account_2297","__setup__.company_inc","66110","Audit fees","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2161","__setup__.company_inc","66200","Legal fees","true","","account.data_account_type_expenses","-1","R62200",""
"__setup__.account_account_2082","__setup__.company_inc","67100","Bank costs","false","","account.data_account_type_expenses","-1","R62700",""
"__setup__.account_account_2296","__setup__.company_inc","67110","Financial interests","false","","account.data_account_type_expenses","","",""
"__setup__.account_account_2084","__setup__.company_inc","67200","Exchange loss","false","","account.data_account_type_expenses","-1","R66600",""
"__setup__.account_account_2041","__setup__.company_inc","68100","Depreciation Expense","false","","account.data_account_type_depreciation","-1","R68112",""
"__setup__.account_account_2033","__setup__.company_inc","69300","Tax - Other States","true","","account.data_account_type_expenses","-1","R63700",""
